sec, nsec, pos, vel, acc, dev_tmp, proc_tmp, bus_voltage, supply_current, output_percent, output_voltage, output_current, motor_state, bridge_mode, control_mode, enabled
1748024694, 419086497, 0.223633, 0, 0, 20, 24, 16.65, 0, -0.0078125, -0.1, 0, 1, 8, 0, 0
1748024694, 433907681, 0.223633, 0, 0, 20, 24, 16.65, 0, -0.0078125, -0.1, 0, 1, 8, 0, 0
1748024694, 483944484, 0.223633, 0, 0, 20, 24, 16.65, 0, -0.0078125, -0.1, 0, 1, 8, 0, 0
1748024694, 534009853, 0.223633, 0, 0, 20, 24, 16.65, 0, -0.0078125, -0.1, 0, 1, 8, 0, 0
1748024694, 583976982, 0.223633, 0, 0, 20, 24, 16.65, 0, -0.0078125, -0.1, 0, 1, 8, 0, 0
1748024694, 633964087, 0.223633, 0, 0, 20, 24, 14.825, -0.24, -0.0078125, -0.1, -32.6, 5, 8, 1, 0
1748024694, 683986587, 0.223633, 0, 0, 20, 24, 14.825, -0.24, 0, 0, -32.6, 5, 0, 1, 0
1748024694, 733923872, 0.223633, 0, 0, 20, 24, 14.825, -0.24, 0, 0, -32.6, 5, 0, 1, 0
1748024694, 783910385, 0.223633, 0, 0, 20, 24, 14.825, -0.24, 0, 0, -32.6, 5, 0, 1, 0
1748024694, 833987161, 0.223633, 0, 0, 20, 24, 14.825, -0.24, 0, 0, -32.6, 5, 0, 1, 0
1748024694, 883984602, 0.223633, 0, 0, 20, 24, 16.65, 0, 0, 0, 0, 1, 0, 1, 0
1748024694, 934012660, 0.223633, 0, 0, 20, 24, 16.65, 0, 0, 0, 0, 1, 0, 1, 0
1748024694, 984032507, 0.223633, 0, 0, 20, 24, 16.65, 0, 0, 0, 0, 1, 0, 1, 0
1748024695, 33993776, 0.223633, 0, 0, 20, 24, 16.65, 0, 0, 0, 0, 1, 0, 1, 0
1748024695, 85012426, 0.223633, 0, 0, 20, 24, 16.65, 0, 0, 0, 0, 1, 0, 1, 0
1748024695, 134095671, 0.223633, 0, 0, 20, 24, 16.65, 0, 0, 0, 0, 1, 0, 1, 0
1748024695, 184041003, 0.223633, 0, 0, 20, 24, 16.65, 0, 0, 0, 0, 1, 0, 1, 0
1748024695, 233942913, 0.223633, 0, 0, 20, 24, 16.65, 0, 0, 0, 0, 1, 0, 1, 0
1748024695, 284055444, 0.223633, 0, 0, 20, 24, 16.65, 0, 0, 0, 0, 1, 0, 1, 0
1748024695, 333949234, 0.223633, 0, 0, 20, 24, 16.65, 0, 0, 0, 0, 1, 0, 1, 0
1748024695, 384027289, 0.223633, 0, 0, 20, 24, 16.65, 0, 0, 0, 0, 1, 0, 1, 0
1748024695, 433995305, 0.223633, 0, 0, 20, 24, 16.65, 0, 0, 0, 0, 1, 0, 1, 0
1748024695, 484055377, 0.223633, 0, 0, 20, 24, 16.65, 0, 0, 0, 0, 1, 0, 1, 0
1748024695, 534056653, 0.223633, 0, 0, 20, 24, 16.65, 0, 0, 0, 0, 1, 0, 1, 0
1748024695, 584848974, 0.223633, 0, 0, 20, 24, 16.65, 0, 0, 0, 0, 1, 0, 1, 0
1748024695, 633964212, 0.223633, 0, 0, 20, 24, 16.65, 0, 0, 0, 0, 1, 0, 1, 0
1748024695, 684027042, 0.223633, 0, 0, 20, 24, 16.65, 0, 0, 0, 0, 1, 0, 1, 0
1748024695, 734082669, 0.223633, 0, 0, 20, 24, 16.65, 0, 0, 0, 0, 1, 0, 1, 0
1748024695, 784071381, 0.223633, 0, 0, 20, 24, 16.65, 0, 0, 0, 0, 1, 0, 1, 0
1748024695, 834847622, 0.223633, 0, 0, 20, 24, 16.65, 0, 0, 0, 0, 1, 0, 1, 0
1748024695, 883988899, 0.223633, 0, 0, 20, 24, 16.65, 0, 0, 0, 0, 1, 0, 1, 0
