sec, nsec, pos, vel, acc, dev_tmp, proc_tmp, bus_voltage, supply_current, output_percent, output_voltage, output_current, motor_state, bridge_mode, control_mode, enabled
1748024724, 787181354, 205, 0, 0, 24, 0, 16.7, 0, 0, 0, 0, 0, 0, 15, 1
1748024724, 887296400, 205, 0, 0, 24, 0, 16.75, 0, 0, 0, 0, 0, 0, 15, 1
1748024724, 987286312, 205, 0, 0, 24, 0, 16.75, 0, 0, 0, 0, 0, 0, 15, 1
1748024725, 87496272, 205, 0, 0, 24, 0, 16.75, 0, 0, 0, 0, 0, 0, 15, 1
1748024725, 187586174, 205, 0, 0, 24, 0, 16.75, 0, 0, 0, 0, 0, 0, 15, 1
1748024725, 287341564, 205, 0, 0, 24, 0, 16.75, 0, 0, 0, 0, 0, 0, 15, 1
1748024725, 387344739, 205, 0, 0, 24, 0, 16.7, 0, 0, 0, 0, 0, 0, 15, 1
1748024725, 487348514, 205, 0, 0, 24, 0, 16.7, 0, 0, 0, 0, 0, 0, 15, 1
1748024725, 587331475, 205, 0, 0, 24, 0, 16.75, 0, 0, 0, 0, 0, 0, 15, 1
1748024725, 687231805, 205, 0, 0, 24, 0, 16.7, 0, 0, 0, 0, 0, 0, 15, 1
1748024725, 787199974, 205, 0, 0, 24, 0, 16.7, 0, 0, 0, 0, 0, 0, 15, 1
1748024725, 887378629, 205, 0, 0, 24, 0, 16.7, 0, 0, 0, 0, 0, 0, 15, 1
1748024725, 987303765, 205, 0, 0, 24, 0, 16.7, 0, 0, 0, 0, 0, 0, 15, 1
1748024726, 87360199, 205, 0, 0, 24, 0, 16.7, 0, 0, 0, 0, 0, 0, 15, 1
1748024726, 187674292, 205, 0, 0, 24, 0, 16.7, 0, 0, 0, 0, 0, 0, 15, 1
1748024726, 287372392, 205, 0, 0, 24, 0, 16.7, 0, 0, 0, 0, 0, 0, 15, 1
1748024726, 387324302, 205, 0, 0, 24, 0, 16.75, 0, 0, 0, 0, 0, 0, 15, 1
1748024726, 487352704, 205, 0, 0, 24, 0, 16.7, 0, 0, 0, 0, 0, 0, 15, 1
1748024726, 587297421, 205, 0, 0, 24, 0, 16.7, 0, 0, 0, 0, 0, 0, 15, 1
1748024726, 687600627, 205, 0, 0, 24, 0, 16.7, 0, 0, 0, 0, 0, 0, 15, 1
