sec, nsec, pos, vel, acc, dev_tmp, proc_tmp, bus_voltage, supply_current, output_percent, output_voltage, output_current, motor_state, bridge_mode, control_mode, enabled
1748024694, 419086497, 0.152832, 0, -0.25, 21, 25, 16.525, -0.1, -0.0078125, -0.1, -13.1, 5, 8, 0, 0
1748024694, 433907681, 0.152832, 0, -0.25, 21, 25, 16.525, -0.1, -0.0078125, -0.1, -13.1, 5, 8, 0, 0
1748024694, 483944484, 0.152832, 0, -0.25, 21, 25, 16.525, -0.1, -0.0078125, -0.1, -13.1, 5, 8, 0, 0
1748024694, 534009853, 0.152344, 0, -0.25, 21, 25, 16.525, -0.1, -0.0078125, -0.1, -13.1, 5, 8, 0, 0
1748024694, 583976982, 0.152344, 0, -0.25, 21, 25, 16.525, -0.1, -0.0078125, -0.1, -13.1, 5, 8, 0, 0
1748024694, 633964087, 0.151855, 0, -0.25, 22, 25, 14.5, -0.24, -0.0078125, -0.1, -32.58, 5, 8, 1, 0
1748024694, 683986587, 0.153809, 0.134766, 1.25, 22, 25, 14.5, -0.24, 0, 0, -32.58, 5, 0, 1, 0
1748024694, 733923872, 0.153809, 0, -0.5, 22, 25, 14.5, -0.24, 0, 0, -32.58, 5, 0, 1, 0
1748024694, 783910385, 0.153809, 0, -0.5, 22, 25, 14.5, -0.24, 0, 0, -32.58, 5, 0, 1, 0
1748024694, 833987161, 0.153809, 0, -0.5, 22, 25, 14.5, -0.24, 0, 0, -32.58, 5, 0, 1, 0
1748024694, 883984602, 0.153809, 0, -0.5, 21, 25, 16.6, 0, 0, 0, 0, 1, 0, 1, 0
1748024694, 934012660, 0.153809, 0, -0.5, 21, 25, 16.6, 0, 0, 0, 0, 1, 0, 1, 0
1748024694, 984032507, 0.153809, 0, -0.5, 21, 25, 16.6, 0, 0, 0, 0, 1, 0, 1, 0
1748024695, 33993776, 0.153809, 0, -0.5, 21, 25, 16.6, 0, 0, 0, 0, 1, 0, 1, 0
1748024695, 85012426, 0.153809, 0, -0.5, 21, 25, 16.6, 0, 0, 0, 0, 1, 0, 1, 0
